4.1521,3.3872,2.3189,3.6806,1.9111,3.6534,2.9684
0.33359,1.8601,0.098422,7.6651,0.037663,3.7652,1.1432
2.0708,2.6511,1.9571,20,17.622,1.0423,2.3103
0.37475,1.4242,0.94416,9.2727,8.8397,4.5982,1.7602
5,5,3.4457,20,9.9521,5,3.8612
0.81418,2.351,1.3228,1.7727,1.7937,2.4077,1
3.3493,1.6059,1.5706,3.9809,6.338,2.8086,5
0.19773,2.3239,1.5025,6.9516,4.9814,4.6748,1
2.8679,1.6372,1.4999,5.9434,11.333,2.4514,3.9752
0.86081,1.1913,0.84051,1.4955,1.4497,2.7656,1.6376
4.2816,3.5942,2.3928,13.163,3.3373,4.8949,3.4645
0.84356,2.1759,1.5449,18.254,6.8775,5,1.7748
1.1584,1.8025,1.2603,8.1215,6.7785,1,1.7765
4.4601,0.69031,0.62737,17.406,3.134,3.0674,4.478
3.6279,0.79174,0.68088,9.1386,3.7725,2.2127,5
2.6369,4.1207,2.7629,20,7.7142,4.7868,2.6005
1.4497,2.1766,1.5505,11.824,14.263,5,5
4.689,4.6379,3.5381,4.2245,5.8486,3.4906,5
0.1513,3.9076,2.7393,2.5319,19.181,3.9515,2.2371
1.1313,4.3535,3.0652,20,9.877,5,2.0867
1.6927,4.3653,3.993,0.29265,10.592,1.7699,2.2463
1.5802,4.4117,3.2425,16.683,9.6483,2.8622,1.0855
1.6931,1.3744,1.5364,0.77229,11.465,1.4982,2.4989
0.5401,0.1638,0.19757,3.6353,3.0917,3.8187,2.303
2.0823,2.7492,2.1267,0.46502,1.5613,3.0291,2.2047
2.2805,0.042481,0.19718,8.9334,18.135,1,4.4602
4.9206,2.1578,2.5396,2.2554,15.408,1,5
2.5771,4.5107,3.262,6.582,3.8596,5,1.7052
0.061293,1.6276,1.0186,6.8703,5.3226,3.6737,1.2282
0.29052,2.5764,1.7927,14.887,20,4.8291,2.8775
1.1002,1.7592,1.3426,14.136,15.148,2.9056,2.911
3.5249,1.342,1.4949,3.8659,20,1.4867,2.4651
0.63575,3.3685,2.5203,15.128,15.079,5,2.0962
0.03737,1.1044,0.65005,5.2903,4.4133,1.1383,1.0215
3.1586,3.3454,2.5911,5.286,3.7949,3.0066,1
0.23459,5,3.515,2.4372,18.597,5,2.4047
0.42989,1.0318,0.6767,8.0399,7.3582,5,3.4121
2.0531,1.1984,1.2029,2.1073,8.0687,1,5
0.76198,2.7743,1.793,5.1503,5.1041,1.1997,1.1355
2.6235,4.6662,4.4417,0.24831,9.4486,3.1053,1.7034
3.9512,0.099796,0.35114,9.0749,6.6101,1,3.1949
